datum,verbrauch,arbeitstag,temperatur,tagesstunden
2017-09-20,0.5996690516698908,1.0,0.5273159144893111,0.5063291139240507
2017-09-21,0.570994631800561,1.0,0.5819477434679334,0.49367088607594933
2017-09-22,0.5576479362341809,1.0,0.6152019002375296,0.49367088607594933
2017-09-23,0.2762797057201234,0.0,0.6104513064133016,0.481012658227848
2017-09-24,0.15019305319256382,0.0,0.6033254156769596,0.481012658227848
2017-09-25,0.5549599521445607,1.0,0.5985748218527316,0.4683544303797469
2017-09-26,0.6023725732397978,1.0,0.6128266033254157,0.4683544303797469
2017-09-27,0.6114309242470148,1.0,0.6342042755344418,0.45569620253164556
2017-09-28,0.607142579687852,1.0,0.66270783847981,0.4430379746835442
2017-09-29,0.6127593788115382,1.0,0.665083135391924,0.4430379746835442
2017-09-30,0.33100271129031,0.0,0.6389548693586697,0.4303797468354429
2017-10-01,0.15829584916214134,0.0,0.5700712589073634,0.4303797468354429
2017-10-02,0.4321905516582376,1.0,0.5914489311163895,0.41772151898734156
2017-10-03,0.23645714374499893,0.0,0.5415676959619953,0.40506329113924044
2017-10-04,0.5990475524584178,1.0,0.5273159144893111,0.40506329113924044
2017-10-05,0.6118737424351894,1.0,0.5510688836104513,0.3924050632911391
2017-10-06,0.6207378749388213,1.0,0.41330166270783847,0.3924050632911391
2017-10-07,0.3278097590913682,0.0,0.47743467933491684,0.379746835443038
2017-10-08,0.20258543671972717,0.0,0.49643705463182897,0.379746835443038
2017-10-09,0.6467398481988176,1.0,0.5083135391923991,0.36708860759493644
2017-10-10,0.7173887710629967,1.0,0.5083135391923991,0.35443037974683533
2017-10-11,0.6933678265395702,1.0,0.5795724465558194,0.35443037974683533
2017-10-12,0.6844104691542172,1.0,0.5795724465558194,0.341772151898734
2017-10-13,0.6495288259103023,1.0,0.6223277909738717,0.341772151898734
2017-10-14,0.3593974565144771,0.0,0.669833729216152,0.3291139240506329
2017-10-15,0.19939248452078528,0.0,0.6888361045130641,0.3291139240506329
2017-10-16,0.6586648643189534,1.0,0.7078384798099763,0.31645569620253156
2017-10-17,0.6949837244893997,1.0,0.6460807600950118,0.3037974683544302
2017-10-18,0.6941990817349151,1.0,0.6365795724465558,0.3037974683544302
2017-10-19,0.6903380178836398,1.0,0.6247030878859857,0.2911392405063289
2017-10-20,0.6859331422223258,1.0,0.5914489311163895,0.2911392405063289
2017-10-21,0.38453709961855487,0.0,0.6009501187648456,0.2784810126582278
2017-10-22,0.24330917255148732,0.0,0.4536817102137767,0.2784810126582278
2017-10-23,0.7101483052493378,1.0,0.44655581947743467,0.26582278481012644
2017-10-24,0.7283193884447761,1.0,0.5225653206650831,0.25316455696202533
2017-10-25,0.7294303182852837,1.0,0.5866983372921615,0.25316455696202533
2017-10-26,0.7221976212117682,1.0,0.5866983372921615,0.24050632911392378
2017-10-27,0.7011831791238414,1.0,0.498812351543943,0.24050632911392378
2017-10-28,0.4087755688659971,0.0,0.43705463182897863,0.22784810126582267
2017-10-29,0.31586143675080214,0.0,0.4584323040380047,0.22784810126582267
2017-10-30,0.48441202290224594,1.0,0.38004750593824227,0.21518987341772133
2017-10-31,0.2907761748277282,0.0,0.3990498812351544,0.20253164556962022
2017-11-01,0.277499397922639,0.0,0.4655581947743468,0.20253164556962022
2017-11-02,0.6402529501790695,1.0,0.49406175771971494,0.1898734177215189
2017-11-03,0.6670473349336938,1.0,0.498812351543943,0.1898734177215189
2017-11-04,0.4042852370631056,0.0,0.5201900237529691,0.17721518987341756
